,loss,val_loss,lr
0,0.0008455817587673664,0.0006652115262113512,0.001
1,0.0006335504585877061,0.0006179341580718756,0.001
2,0.0006212703883647919,0.0006089349626563489,0.001
3,0.0006183086661621928,0.0006152777932584286,0.001
4,0.0006257084314711392,0.0006067582871764898,0.001
5,0.0006291139288805425,0.0006065816269256175,0.001
6,0.0006214753957465291,0.0006109763635322452,0.001
7,0.0006145716761238873,0.0006023751921020448,0.001
8,0.0006197476177476346,0.0006515898858197033,0.001
9,0.0006084588239900768,0.0006173655856400728,0.001
10,0.0006078087026253343,0.0006073908880352974,0.001
11,0.000615976401604712,0.0006393700605258346,0.001
12,0.0006103148334659636,0.0006069196970202029,0.001
13,0.0006102460320107639,0.0006394468364305794,0.001
14,0.0006186769460327923,0.0005913263303227723,0.001
15,0.0005949472542852163,0.0005881006363779306,0.001
16,0.0006086898501962423,0.000616418372374028,0.001
17,0.000584677211008966,0.0005744076333940029,0.001
18,0.0005983997834846377,0.0005876867799088359,0.001
19,0.0005937927635386586,0.0005917359958402812,0.001
20,0.0005843423423357308,0.0005560891586355865,0.001
21,0.0005721005145460367,0.0005342729855328798,0.001
22,0.0005597717827185988,0.0006090746610425413,0.001
23,0.0005734603619202971,0.0005737762548960745,0.001
24,0.0005753877339884639,0.0005520712584257126,0.001
25,0.0005624830373562872,0.0005436745123006403,0.001
26,0.0005413601757027209,0.0005344825913198292,0.001
27,0.0005721185589209199,0.0005756536847911775,0.001
28,0.000556473562028259,0.00055541010806337,0.001
29,0.0005541755235753953,0.0005640084273181856,0.001
30,0.0005639464361593127,0.0005285927327349782,0.001
31,0.0005558842094615102,0.0005240473547019064,0.001
32,0.0005667782970704138,0.0005724751390516758,0.001
33,0.0005463171983137727,0.0005258030723780394,0.001
34,0.0005607518833130598,0.0005669104284606874,0.001
35,0.0005481882835738361,0.000524485541973263,0.001
36,0.0005452156183309853,0.0005320058553479612,0.001
37,0.0005493449862115085,0.0005527387256734073,0.001
38,0.0005501537816599011,0.0005406323471106589,0.001
39,0.0005592622910626233,0.0005256323493085802,0.001
40,0.000545175455044955,0.0005148221971467137,0.001
41,0.0005394180188886821,0.0004958179197274148,0.001
42,0.0005381804658100009,0.0005461291293613613,0.001
43,0.0005441515240818262,0.0006426455802284181,0.001
44,0.0005334269953891635,0.0005916804657317698,0.001
45,0.0005473762867040932,0.0005279681645333767,0.001
46,0.0005398329813033342,0.0005412838072516024,0.001
47,0.0005340524367056787,0.0004893116420134902,0.001
48,0.0005404559778980911,0.0004924298264086246,0.001
49,0.0005243722116574645,0.0004920334904454648,0.001
